"Country or Area","Year","Value","Value Footnotes"
"Cameroon","2018","2.46",""
"Cameroon","2016","2.090909",""
"Cameroon","2014","1.857143",""
"Cameroon","2012","2.37",""
"Cameroon","2010","2.11",""
"Cameroon","2007","2.57",""

