"Country or Area","Year","Value","Value Footnotes"
"Cameroon","2018","2.57",""
"Cameroon","2016","2.205693",""
"Cameroon","2014","1.853742",""
"Cameroon","2012","2.24",""
"Cameroon","2010","2.1",""
"Cameroon","2007","2",""

